,number,lang,word,mean_freq,matched_word,mean_dash_freq,has_dash,mean_total_freq,corrected_total_freq,about_word,exactly_word,mean_freq_about,mean_freq_exactly,log_freq_about,log_freq_exactly,log_freq,log_freq_uncorrected,arabic_number,mult10,mult7,mult5,mult3,mult2,exp2,exp3,exp5,exp7,exp10,log10
85,86,en,eighty-six,0.2590419641404985,eighty - six,1.0451269758123893e-08,True,0.2590419641404985,0.2590419641404985,about eighty-six,exactly eighty-six,0.00203821331925492,0.00015548028884251503,-2.690750364722575,-3.8083246612322177,-0.5866298756160788,-0.5866298756160788,,0,0,0,0,1,1,0,0,0,0,1.9344984512435677
86,87,en,eighty-seven,0.24318160536254524,eighty - seven,1.1455810008670243e-08,True,0.24318160536254524,0.24318160536254524,about eighty-seven,exactly eighty-seven,0.002047197135124792,0.00010188934608877518,-2.6888403348779852,-3.9918712249901542,-0.6140692788716468,-0.6140692788716468,,0,0,0,1,0,0,1,0,0,0,1.9395192526186185
87,88,en,eighty-eight,0.2426132884831496,eighty - eight,1.0033843890831648e-08,True,0.2426132884831496,0.2426132884831496,about eighty-eight,exactly eighty-eight,0.0019459087228267632,9.115446517158387e-05,-2.7108775351377465,-4.040222052715167,-0.6150854155186903,-0.6150854155186903,,0,0,0,0,1,3,0,0,0,0,1.9444826721501687
88,89,en,eighty-nine,0.1973812300706431,eighty - nine,9.169130761844211e-09,True,0.1973812300706431,0.1973812300706431,about eighty-nine,exactly eighty-nine,0.000753145190004206,7.643885449712994e-05,-3.1231212932024515,-4.116685829849666,-0.7046941488514084,-0.7046941488514084,,0,0,0,0,0,0,0,0,0,0,1.9493900066449128
89,90,en,ninety,6.935853666529475,ninety,0.0,False,6.935853666529475,4.728204860735813,about ninety,exactly ninety,0.1400159678656992,0.002502343243291175,-0.8538224331752255,-2.6016531189259484,0.674696285123554,0.8410999217678693,,1,0,1,1,1,1,2,1,0,1,1.954242509439325
90,91,en,ninety-one,0.19628671547404034,ninety - one,9.982839774868264e-09,True,0.19628671547404034,0.19628671547404034,about ninety-one,exactly ninety-one,0.0008220922619121584,7.185901560610448e-05,-3.0850794396487213,-4.143518736474051,-0.7071090921042659,-0.7071090921042659,,0,1,0,0,0,0,0,0,1,0,1.9590413923210936
91,92,en,ninety-two,0.2383521478140763,ninety - two,1.1255938534179343e-08,True,0.2383521478140763,0.2383521478140763,about ninety-two,exactly ninety-two,0.0017390855019677632,7.387818930961482e-05,-2.7596790654268704,-4.13148375728268,-0.6227809302500553,-0.6227809302500553,,0,0,0,0,1,2,0,0,0,0,1.9637878273455553
92,93,en,ninety-three,0.18734535909542877,ninety - three,1.0371409578652345e-08,True,0.18734535909542877,0.18734535909542877,about ninety-three,exactly ninety-three,0.0013962424898178994,0.00015772335051573584,-2.8550391498759167,-3.8021040057869957,-0.7273570607458452,-0.7273570607458452,,0,0,0,1,0,0,1,0,0,0,1.968482948553935
93,94,en,ninety-four,0.18518934798722136,ninety - four,9.349015853416075e-09,True,0.18518934798722136,0.18518934798722136,about ninety-four,exactly ninety-four,0.0012841430903381423,4.990462951650794e-05,-2.891386580720541,-4.301859164191987,-0.7323839973701446,-0.7323839973701446,,0,0,0,0,1,1,0,0,0,0,1.9731278535996986
94,95,en,ninety-five,0.3675868200326815,ninety - five,1.510649317184761e-08,True,0.3675868200326815,0.3675868200326815,about ninety-five,exactly ninety-five,0.009118633029486898,8.670278669856636e-05,-2.0400702616986437,-4.061966943719168,-0.43464006880305023,-0.43464006880305023,,0,0,1,0,0,0,0,1,0,0,1.9777236052888478
95,96,en,ninety-six,0.2551012487089668,ninety - six,1.1137043592357236e-08,True,0.2551012487089668,0.2551012487089668,about ninety-six,exactly ninety-six,0.0022523936942155454,9.012321063720235e-05,-2.6473556971768937,-4.045163344942181,-0.5932874155333441,-0.5932874155333441,,0,0,0,1,1,5,1,0,0,0,1.9822712330395684
96,97,en,ninety-seven,0.16977913043203943,ninety - seven,8.843187324026869e-09,True,0.16977913043203943,0.16977913043203943,about ninety-seven,exactly ninety-seven,0.0013234526132951245,5.144264535047961e-05,-2.878291604157021,-4.288676706655056,-0.7701156951005212,-0.7701156951005212,,0,0,0,0,0,0,0,0,0,0,1.9867717342662448
97,98,en,ninety-eight,0.19355266433604792,ninety - eight,1.0009613260257756e-08,True,0.19355266433604792,0.19355266433604792,about ninety-eight,exactly ninety-eight,0.0023160977732644586,0.0001455752213355753,-2.635243110966643,-3.836912540909129,-0.7132008460527013,-0.7132008460527013,,0,1,0,0,1,1,0,0,2,0,1.9912260756924949
98,99,en,ninety-nine,0.4144553719131592,ninety - nine,1.5459407749583356e-08,True,0.4144553719131592,0.4144553719131592,about ninety-nine,exactly ninety-nine,0.0027223723961408218,0.00019595856364588966,-2.565052467476932,-3.707835752533478,-0.3825222269359439,-0.3825222269359439,,0,0,0,1,0,0,2,0,0,0,1.99563519459755
0,1,fr,un,7562.660648688382,un,0.0,False,7562.660648688382,7558.237239448058,about one,exactly one,11.17202623836598,0.6225429831597555,1.0481319470042787,-0.20583065755810073,3.8784205195161867,3.8786746131941263,,0,0,0,0,0,0,0,0,0,0,0.0
1,2,fr,deux,1263.7905173880213,deux,0.0,False,1263.7905173880213,1256.2942837212065,about two,exactly two,6.7567124567765,0.17501935022825338,0.8297354371886361,-0.7569139328406863,3.0990913836893736,3.101675092394082,,0,0,0,0,1,1,0,0,0,0,0.3010299956639812
2,3,fr,trois,441.0093853377974,trois,0.0,False,441.0093853377974,435.41074740562857,about three,exactly three,5.037522263520776,0.0901499960520471,0.702216978534348,-1.045034287960705,2.6388991446898102,2.6444478320008185,,0,0,0,1,0,0,1,0,0,0,0.47712125471966244
3,4,fr,quatre,217.17974695824452,quatre,0.0,False,217.17974695824452,199.39884582535515,about four,exactly four,2.7240832833722735,0.051014775079675376,0.4352203811247791,-1.2923040237792374,2.2997226401685653,2.3368193227842693,,0,0,0,0,1,2,0,0,0,0,0.6020599913279624
4,5,fr,cinq,151.20789398411836,cinq,0.0,False,151.20789398411836,133.30122724244342,about five,exactly five,2.8335454736210806,0.04351549820262781,0.4523301867266724,-1.3613560399386546,2.124834147779708,2.179574464606006,,0,0,1,0,0,0,0,1,0,0,0.6989700043360189
5,6,fr,six,106.9928729717218,six,0.0,False,106.9928729717218,101.13847858712697,about six,exactly six,2.380521940650914,0.03202778215187905,0.3766721886081389,-1.4944731341600774,2.0049164163107123,2.0293548493474405,,0,0,0,1,1,1,1,0,0,0,0.7781512503836436
6,7,fr,sept,68.55674134795645,sept,0.0,False,68.55674134795645,57.5468255542925,about seven,exactly seven,1.053990283529785,0.019883577486026816,0.022836607243844138,-1.701505473929571,1.760021371714236,1.8360501664379751,,0,1,0,0,0,0,0,0,1,0,0.8450980400142568
7,8,fr,huit,73.99630689463925,huit,0.0,False,73.99630689463925,56.655726375114966,about eight,exactly eight,1.3047172717729243,0.018106456377804045,0.11551641158866541,-1.7421665373255113,1.7532438119474896,1.8692100449295808,,0,0,0,0,1,3,0,0,0,0,0.9030899869919435
8,9,fr,neuf,50.36493016899947,neuf,0.0,False,50.36493016899947,43.357899374661756,about nine,exactly nine,0.6949119279834478,0.014110624825454634,-0.1580702337041547,-1.850453755045151,1.6370682331223017,1.7021282361377847,,0,0,0,1,0,0,2,0,0,0,0.9542425094393249
9,10,fr,dix,128.82821380010094,dix,0.0,False,128.82821380010094,98.78893200902114,about ten,exactly ten,2.5607007768592345,0.03718932219257175,0.40835883323175864,-1.429581736959888,1.99470829037037,2.110010985351939,,1,0,1,0,1,1,0,1,0,1,1.0
10,11,fr,onze,15.775268936932644,onze,0.0,False,15.775268936932644,15.416365784088326,about eleven,exactly eleven,0.25538420075855695,0.006981230173473549,-0.5928059736959994,-2.156068042924489,1.1879820062741804,1.1979767718356797,,0,0,0,0,0,0,0,0,0,0,1.0413926851582251
11,12,fr,douze,35.12141162954161,douze,0.0,False,35.12141162954161,34.379798499907224,about twelve,exactly twelve,0.6034334122057985,0.014356109468960812,-0.2193706465394391,-1.8429632387210517,1.5363033269573498,1.5455719631167493,,0,0,0,1,1,2,1,0,0,0,1.0791812460476249
12,13,fr,treize,11.107590009986797,treize,0.0,False,11.107590009986797,10.692830103218789,about thirteen,exactly thirteen,0.12384375243830922,0.003162553996460815,-0.907125897435069,-2.499962050744258,1.0290926664381739,1.0456198412180804,,0,0,0,0,0,0,0,0,0,0,1.1139433523068367
13,14,fr,quatorze,11.80250916042817,quatorze,0.0,False,11.80250916042817,11.453477818699689,about fourteen,exactly fourteen,0.197766256599821,0.003230913795763494,-0.703847806887617,-2.490674629269162,1.0589373790892687,1.071974346177799,,0,1,0,0,1,1,0,0,1,0,1.146128035678238
14,15,fr,quinze,37.93368295209446,quinze,0.0,False,37.93368295209446,36.73486198579769,about fifteen,exactly fifteen,0.7838470356974165,0.00752744802437967,-0.10576867970590757,-2.1233522345269975,1.5650784125234174,1.5790250100669563,,0,0,1,1,0,0,1,1,0,0,1.1760912590556813
15,16,fr,seize,12.39659359627837,seize,0.0,False,12.39659359627837,12.003358380455023,about sixteen,exactly sixteen,0.18621868658850443,0.0026357231343010924,-0.7299767407817703,-2.57910021151366,1.0793027728845073,1.0933023637447186,,0,0,0,0,1,4,0,0,0,0,1.2041199826559248
16,17,fr,dix-sept,6.3576015896151326,dix - sept,3.4489683454306514e-07,True,6.3576015896151326,6.12555142254223,about seventeen,exactly seventeen,0.10391088634422903,0.002422632482423479,-0.9833389506953996,-2.6157124640967058,0.7871451900141981,0.8032933085971399,,0,0,0,0,0,0,0,0,0,0,1.2304489213782739
17,18,fr,dix-huit,11.035621729901964,dix - huit,4.926941754797108e-07,True,11.035621729901964,10.816433914152523,about eighteen,exactly eighteen,0.26101336412493226,0.0026704163194449728,-0.5833372558144899,-2.5734210265968076,1.0340841011883644,1.0427968056679895,,0,0,0,1,1,1,2,0,0,0,1.255272505103306
18,19,fr,dix-neuf,3.9171967344765446,dix - neuf,3.409132913571186e-07,True,3.9171967344765446,3.7800205736757295,about nineteen,exactly nineteen,0.055417369064040635,0.001315589253005421,-1.2563540961664075,-2.8808796829086796,0.5774941635963593,0.5929753837898806,,0,0,0,0,0,0,0,0,0,0,1.2787536009528289
19,20,fr,vingt,103.5153946563072,vingt,0.0,False,103.5153946563072,61.72906587177157,about twenty,exactly twenty,1.9946806457714867,0.02893172596485578,0.29987337376649437,-1.5386256571002432,1.7904897049631479,2.015004942228764,,1,0,1,0,1,2,0,1,0,1,1.3010299956639813
20,21,fr,vingt et un,2.4795900375751194,vingt et un,0.0,False,2.4795900375751194,2.4795900375751194,about twenty-one,exactly twenty-one,0.029819065978958236,0.0016363552822119957,-1.5255059640532884,-2.7861223972706646,0.3943798827872776,0.3943798827872776,,0,1,0,1,0,0,1,0,1,0,1.3222192947339193
21,22,fr,vingt-deux,3.6460840812080777,vingt - deux,2.4774652506404853e-07,True,3.6460840812080777,3.3983710851231868,about twenty-two,exactly twenty-two,0.04554169942250654,0.0014306388949320342,-1.3415907673957463,-2.8444699719207414,0.5312707999073797,0.561826679564063,,0,0,0,0,1,1,0,0,0,0,1.3424226808222062
22,23,fr,vingt-trois,2.6646511305087044,vingt - trois,1.9487751250621572e-07,True,2.6646511305087044,2.4244513896269826,about twenty-three,exactly twenty-three,0.028766471070120064,0.0009209864134945736,-1.5411134119635372,-3.0357467765217803,0.38461348091250264,0.4256403570725712,,0,0,0,0,0,0,0,0,0,0,1.3617278360175928
23,24,fr,vingt-quatre,6.819645281497038,vingt - quatre,3.96422028275618e-07,True,6.819645281497038,6.582623276371765,about twenty-four,exactly twenty-four,0.06773929042963697,0.0038585960701119438,-1.1691593569105674,-2.4135706823519336,0.8183990011235951,0.8337617857569407,,0,0,0,1,1,3,1,0,0,0,1.380211241711606
24,25,fr,vingt-cinq,10.018736640061023,vingt - cinq,5.624701754293389e-07,True,10.018736640061023,9.673377628119209,about twenty-five,exactly twenty-five,0.3316821847068009,0.0037268448370948097,-0.47927785465270045,-2.4286586882218186,0.985578142038537,1.000812960568923,,0,0,1,0,0,0,0,2,0,0,1.3979400086720377
25,26,fr,vingt-six,2.3292229575328713,vingt - six,1.6290089967148615e-07,True,2.3292229575328713,2.1322008414730877,about twenty-six,exactly twenty-six,0.027431297912899562,0.0007685054382082909,-1.5617536432494672,-3.114353054936525,0.3288281104086369,0.3672110619961408,,0,0,0,0,1,1,0,0,0,0,1.414973347970818
26,27,fr,vingt-sept,2.0800448220481984,vingt - sept,1.552481241079102e-07,True,2.0800448220481984,1.9060745650418254,about twenty-seven,exactly twenty-seven,0.024579871785005362,0.0007804721569462278,-1.6094203868364605,-3.1076425856192453,0.280139886099154,0.31807269350048584,,0,0,0,1,0,0,3,0,0,0,1.4313637641589874
27,28,fr,vingt-huit,2.1199822569150117,vingt - huit,1.503002643650742e-07,True,2.1199822569150117,1.9437282302907775,about twenty-eight,exactly twenty-eight,0.030857960892409903,0.000953484384584346,-1.510632775694558,-3.020686415092421,0.28863554231044575,0.3263322261381153,,0,1,0,0,1,2,0,0,1,0,1.4471580313422192
28,29,fr,vingt-neuf,1.226252495554018,vingt - neuf,1.4381221094158362e-07,True,1.226252495554018,1.0777089909810476,about twenty-nine,exactly twenty-nine,0.008863849436570669,0.0005317824439241602,-2.052377629581111,-3.274266004410838,0.03250150605203269,0.08857990422428337,,0,0,0,0,0,0,0,0,0,0,1.462397997898956
29,30,fr,trente,52.13919233510216,trente,0.0,False,52.13919233510216,39.85695798849288,about thirty,exactly thirty,1.253917050645196,0.015139207064444635,0.09826880791527935,-1.8198968709756018,1.6005041488745904,1.7171642994229293,,1,0,1,1,1,1,1,1,0,1,1.4771212547196624
30,31,fr,trente et un,0.8274655912970832,trente et un,0.0,False,0.8274655912970832,0.8274655912970832,about thirty-one,exactly thirty-one,0.006968875986083678,0.0005759088043057111,-2.1568372638541518,-3.239646282067142,-0.08225005654982881,-0.08225005654982881,,0,0,0,0,0,0,0,0,0,0,1.4913616938342726
31,32,fr,trente-deux,1.6851836870260097,trente - deux,1.640387003922293e-07,True,1.6851836870260097,1.6851836870260097,about thirty-two,exactly thirty-two,0.02031262969590925,0.0006590389470534472,-1.6922338487028774,-3.181088919259415,0.22664724640254472,0.22664724640254472,,0,0,0,0,1,5,0,0,0,0,1.505149978319906
32,33,fr,trente-trois,1.2773254982176678,trente - trois,1.2916870626694993e-07,True,1.2773254982176678,1.2773254982176678,about thirty-three,exactly thirty-three,0.016026459723587225,0.00047475278215772297,-1.795162403554704,-3.323532481520473,0.1063015817323025,0.1063015817323025,,0,0,0,1,0,0,1,0,0,0,1.5185139398778875
33,34,fr,trente-quatre,0.9759053049421317,trente - quatre,1.0047621436384879e-07,True,0.9759053049421317,0.9759053049421317,about thirty-four,exactly thirty-four,0.011643723902266196,0.0004585434730721226,-1.9339081011672599,-3.3386194839409096,-0.010592321202467317,-0.010592321202467317,,0,0,0,0,1,1,0,0,0,0,1.5314789170422551
34,35,fr,trente-cinq,3.0997331952462175,trente - cinq,2.3381827437181832e-07,True,3.0997331952462175,3.0997331952462175,about thirty-five,exactly thirty-five,0.13526517687198208,0.0010951054812424537,-0.868813995264132,-2.9605440472939533,0.4913243142152679,0.4913243142152679,,0,1,1,0,0,0,0,1,1,0,1.5440680443502757
35,36,fr,trente-six,1.894812275988407,trente - six,1.602836288792359e-07,True,1.894812275988407,1.894812275988407,about thirty-six,exactly thirty-six,0.026155452496656083,0.0006459540507333933,-1.5824377621553405,-3.1897983739904814,0.2775661897443055,0.2775661897443055,,0,0,0,1,1,2,2,0,0,0,1.5563025007672873
36,37,fr,trente-sept,0.9445981132272459,trente - sept,8.592783917084916e-08,True,0.9445981132272459,0.9445981132272459,about thirty-seven,exactly thirty-seven,0.010902769110190565,0.0004513640864934212,-1.9624631849454417,-3.34547299921975,-0.024752926233185153,-0.024752926233185153,,0,0,0,0,0,0,0,0,0,0,1.568201724066995
37,38,fr,trente-huit,0.9100441446867527,trente - huit,6.586345471629663e-08,True,0.9100441446867527,0.9100441446867527,about thirty-eight,exactly thirty-eight,0.012448900263580875,0.0003350986430741015,-1.9048690124681464,-3.474827330764022,-0.040937540284555825,-0.040937540284555825,,0,0,0,0,1,1,0,0,0,0,1.5797835966168101
38,39,fr,trente-neuf,0.6671665359777654,trente - neuf,6.611823085548025e-08,True,0.6671665359777654,0.6671665359777654,about thirty-nine,exactly thirty-nine,0.0048032011483646955,0.00028755700122260955,-2.3184692256042974,-3.5412760540605857,-0.17576574535094552,-0.17576574535094552,,0,0,0,1,0,0,1,0,0,0,1.591064607026499
39,40,fr,quarante,31.15987387633033,quarante,0.0,False,31.15987387633033,22.570335808464442,about forty,exactly forty,0.8688306018163584,0.011421339873862735,-0.06106489083312279,-1.942282944628574,1.353538020693985,1.4935956911403012,,1,0,1,0,1,3,0,1,0,1,1.6020599913279623
40,41,fr,quarante et un,0.4192203071656253,quarante et un,0.0,False,0.4192203071656253,0.4192203071656253,about forty-one,exactly forty-one,0.0038191114845761496,0.0003133275108595425,-2.4180376638498937,-3.5040014714127286,-0.377557688151319,-0.377557688151319,,0,0,0,0,0,0,0,0,0,0,1.6127838567197355
41,42,fr,quarante-deux,0.8918646485386381,quarante - deux,9.936770137874102e-08,True,0.8918646485386381,0.8918646485386381,about forty-two,exactly forty-two,0.01066916877285971,0.000670068720417157,-1.9718694148231768,-3.17388065495961,-0.049701050167641474,-0.049701050167641474,,0,1,0,1,1,1,1,0,1,0,1.6232492903979006
42,43,fr,quarante-trois,0.6160354493712316,quarante - trois,6.40424689663075e-08,True,0.6160354493712316,0.6160354493712316,about forty-three,exactly forty-three,0.006902341970314074,0.00034188646399218816,-2.161003527782684,-3.4661180934996074,-0.210394295914563,-0.210394295914563,,0,0,0,0,0,0,0,0,0,0,1.6334684555795864
43,44,fr,quarante-quatre,0.685771959863404,quarante - quatre,7.699264389436714e-08,True,0.685771959863404,0.685771959863404,about forty-four,exactly forty-four,0.0075244214432153315,0.0002551329354074388,-2.1235268875851108,-3.5932334741913396,-0.16382027647618558,-0.16382027647618558,,0,0,0,0,1,2,0,0,0,0,1.6434526764861874
44,45,fr,quarante-cinq,2.2845751894184265,quarante - cinq,1.6575930568010604e-07,True,2.2845751894184265,2.2845751894184265,about forty-five,exactly forty-five,0.10967006161598536,0.0012492570986392267,-0.9599119125301655,-2.9033481740918305,0.35880545602803726,0.35880545602803726,,0,0,1,1,0,0,2,1,0,0,1.6532125137753437
45,46,fr,quarante-six,0.5862975785039096,quarante - six,5.7484899071805914e-08,True,0.5862975785039096,0.5862975785039096,about forty-six,exactly forty-six,0.0070768373557753275,0.00024232387324954095,-2.150160785502694,-3.615603797955742,-0.2318818995122208,-0.2318818995122208,,0,0,0,0,1,1,0,0,0,0,1.662757831681574
46,47,fr,quarante-sept,0.5371902886963653,quarante - sept,5.7033902063004264e-08,True,0.5371902886963653,0.5371902886963653,about forty-seven,exactly forty-seven,0.005761154694917648,0.00035417217184629217,-2.2394904632134796,-3.4507855653604618,-0.2698718470898876,-0.2698718470898876,,0,0,0,0,0,0,0,0,0,0,1.6720978579357175
47,48,fr,quarante-huit,2.157310264545445,quarante - huit,1.2476416316633498e-07,True,2.157310264545445,2.157310264545445,about forty-eight,exactly forty-eight,0.016844548379229343,0.0010055137221220323,-1.7735406284369661,-2.9976119982634457,0.3339126098637638,0.3339126098637638,,0,0,0,1,1,4,1,0,0,0,1.6812412373755872
48,49,fr,quarante-neuf,0.41127238176283987,quarante - neuf,5.2977880661907035e-08,True,0.41127238176283987,0.41127238176283987,about forty-nine,exactly forty-nine,0.0029695197716905542,0.00031434440725778434,-2.5273137787528395,-3.5025942621109625,-0.3858704537554056,-0.3858704537554056,,0,1,0,0,0,0,0,0,2,0,1.6901960800285136
